k,T_small,T_large,w_small,w_large,gap
-0.44270214776440237,0.0136986301369863,0.01643835616438356,0.04591125857309406,0.018352780348099673,0.02755847822499439
-0.44270214776440237,0.024657534246575342,0.0273972602739726,0.027529170522149513,0.018596526073177622,0.008932644448971891
-0.4334351536923555,0.0136986301369863,0.01643835616438356,0.044116004379894415,0.017641072076443873,0.026474932303450542
-0.4334351536923555,0.024657534246575342,0.0273972602739726,0.026461608114665813,0.01803635657923333,0.008425251535432481
-0.4241681596203087,0.0136986301369863,0.01643835616438356,0.042356553319863106,0.016943437824358823,0.025413115495504283
-0.4241681596203087,0.024657534246575342,0.0273972602739726,0.025415156736538238,0.01748475338377804,0.007930403352760199
-0.4149011655482618,0.0136986301369863,0.01643835616438356,0.04063290539300014,0.016090675727304587,0.024542229665695556
-0.4149011655482618,0.024657534246575342,0.0273972602739726,0.02413601359095688,0.016941716486811753,0.007194297104145125
-0.40563417147621494,0.0136986301369863,0.01643835616438356,0.03894506059930552,0.015054475628762588,0.02389058497054293
-0.3963671774041681,0.0136986301369863,0.01643835616438356,0.037293018938779246,0.014678003804498541,0.022615015134280707
-0.3963671774041681,0.024657534246575342,0.0273972602739726,0.016554917803320433,0.015881341588346202,0.0006735762149742315
-0.38710018333212126,0.0136986301369863,0.01643835616438356,0.035676780411421305,0.014084965493600455,0.021591814917820848
-0.3778331892600744,0.0136986301369863,0.01643835616438356,0.03428536365890207,0.01438291187209403,0.01990245178680804
-0.3685661951880276,0.0136986301369863,0.01643835616438356,0.033044170773654805,0.01344821329752634,0.019595957476128467
-0.3685661951880276,0.024657534246575342,0.0273972602739726,0.01442059459476431,0.013870038122007851,0.0005505564727564596
-0.3592992011159807,0.0136986301369863,0.01643835616438356,0.03182586072425985,0.01240840264349618,0.019417458080763672
-0.3592992011159807,0.024657534246575342,0.0273972602739726,0.013489482861679537,0.013225587135047123,0.00026389572663241406
-0.35003220704393384,0.0136986301369863,0.01643835616438356,0.030630433510717207,0.011825043762758485,0.01880538974795872
-0.340765212971887,0.0136986301369863,0.01643835616438356,0.029457889133026865,0.011236324853441126,0.01822156427958574
-0.33149821889984016,0.0136986301369863,0.01643835616438356,0.028308227591188832,0.010671137573892544,0.01763709001729629
-0.3222312248277933,0.0136986301369863,0.01643835616438356,0.026836260028099457,0.01011988108014555,0.016716378947953907
-0.3129642307557464,0.0136986301369863,0.01643835616438356,0.025154036503894788,0.012529961006264344,0.012624075497630444
-0.3129642307557464,0.01643835616438356,0.024657534246575342,0.012529961006264344,0.010223426308328842,0.0023065346979355018
-0.3036972366836996,0.0136986301369863,0.01643835616438356,0.023526258082748108,0.010521281696487247,0.013004976386260862
-0.3036972366836996,0.01643835616438356,0.024657534246575342,0.010521281696487247,0.009667162624375536,0.0008541190721117111
-0.29443024261165274,0.0136986301369863,0.01643835616438356,0.021952924764659407,0.010918681018498404,0.011034243746161004
-0.29443024261165274,0.01643835616438356,0.024657534246575342,0.010918681018498404,0.009125701990459843,0.0017929790280385612
-0.2851632485396059,0.0136986301369863,0.01643835616438356,0.020434036549628682,0.008968470030303152,0.01146556651932553
-0.2851632485396059,0.01643835616438356,0.024657534246575342,0.008968470030303152,0.0085990705741292,0.0003693994561739522
-0.27589625446755905,0.0136986301369863,0.01643835616438356,0.01896959343765594,0.009756635711363752,0.009212957726292187
-0.27589625446755905,0.01643835616438356,0.024657534246575342,0.009756635711363752,0.008087242370783182,0.0016693933405805706
-0.26662926039551216,0.0136986301369863,0.01643835616438356,0.017559837245259828,0.007899157754002616,0.009660679491257212
-0.26662926039551216,0.01643835616438356,0.024657534246575342,0.007899157754002616,0.007590252960328483,0.00030890479367413296
-0.2573622663234653,0.010958904109589041,0.0136986301369863,0.012963635576102885,0.006653206930229269,0.006310428645873617
-0.2573622663234653,0.01643835616438356,0.024657534246575342,0.008845081497720425,0.007108192434582981,0.0017368890631374442
-0.24809527225141847,0.010958904109589041,0.0136986301369863,0.011922939756613455,0.006482736152269198,0.005440203604344256
-0.24809527225141847,0.01643835616438356,0.024657534246575342,0.007323955410112603,0.007056443450673797,0.00026751195943880597
-0.24809527225141847,0.024657534246575342,0.0273972602739726,0.007056443450673797,0.006339974869682148,0.0007164685809916485
-0.24809527225141847,0.0273972602739726,0.030136986301369864,0.006339974869682148,0.005816106856000088,0.0005238680136820601
-0.23882827817937163,0.00821917808219178,0.010958904109589041,0.008194336753304676,0.005521137349126931,0.0026731994041777445
-0.23882827817937163,0.01643835616438356,0.024657534246575342,0.007675466168194837,0.006768967124557622,0.0009064990436372152
-0.23882827817937163,0.024657534246575342,0.0273972602739726,0.006768967124557622,0.006512916290560331,0.0002560508339972912
-0.23882827817937163,0.0273972602739726,0.030136986301369864,0.006512916290560331,0.006135145740910342,0.0003777705496499891
-0.22956128410732476,0.005479452054794521,0.00821917808219178,0.004986081659740616,0.004381633413036098,0.0006044482467045184
-0.22956128410732476,0.01643835616438356,0.024657534246575342,0.0070630537232179175,0.005998714873962423,0.0010643388492554947
-0.22956128410732476,0.0273972602739726,0.030136986301369864,0.006409678580787436,0.006391827566400752,1.7851014386683836e-05
-0.22029429003527792,0.005479452054794521,0.00821917808219178,0.004531041350919223,0.0041432258475285495,0.00038781550339067345
-0.21102729596323108,0.005479452054794521,0.00821917808219178,0.00413040131142328,0.004017717100862927,0.00011268421056035306
-0.18322631374709053,0.005479452054794521,0.00821917808219178,0.003438816361322945,0.0033433034219941455,9.551293932879949e-05
-0.1646923256029968,0.01643835616438356,0.024657534246575342,0.004055541988991907,0.003982706459847662,7.283552914424517e-05
-0.15542533153094995,0.01643835616438356,0.024657534246575342,0.0039027279764990135,0.0037510675236678195,0.00015166045283119406
-0.1461583374589031,0.00821917808219178,0.010958904109589041,0.002593183272055405,0.0025811301795989946,1.20530924564103e-05
-0.1461583374589031,0.01643835616438356,0.024657534246575342,0.003606395464885748,0.0033830943873737287,0.00022330107751201934
-0.13689134338685627,0.01643835616438356,0.024657534246575342,0.0033748261605995402,0.0031344282402599797,0.00024039792033956047
-0.11835735524276253,0.00821917808219178,0.010958904109589041,0.0017868979715619546,0.001676049872893166,0.00011084809866878861
-0.09982336709866885,0.01643835616438356,0.024657534246575342,0.002132911071927782,0.002044023826298424,8.888724562935773e-05
-0.090556373026622,0.005479452054794521,0.00821917808219178,0.0011108540116293024,0.0011095547969342796,1.2992146950227892e-06
-0.08128937895457516,0.01643835616438356,0.024657534246575342,0.0016602276639972541,0.0015906970805040792,6.953058349317494e-05
-0.07202238488252827,0.0136986301369863,0.01643835616438356,0.00118779619919778,0.0011811685563713394,6.627642826440667e-06
-0.06275539081048143,0.0273972602739726,0.030136986301369864,0.0013212891795666751,0.0012265562092090788,9.473297035759629e-05
-0.044221402666387744,0.01643835616438356,0.024657534246575342,0.0008050386184369443,0.0007328147856554773,7.2223832781467e-05
