k,T_small,T_large,w_small,w_large,gap
-0.40680499371229856,0.00821917808219178,0.010958904109589041,0.005832410437601558,0.0055935344061488175,0.00023887603145274043
-0.40680499371229856,0.019178082191780823,0.0273972602739726,0.009285196459206857,0.007236930533337942,0.002048265925868915
-0.39849364953428346,0.00821917808219178,0.010958904109589041,0.005714202158452881,0.005478767379773036,0.00023543477867984507
-0.39849364953428346,0.019178082191780823,0.0273972602739726,0.009088527117167082,0.007087484435292533,0.0020010426818745496
-0.3901823053562683,0.00821917808219178,0.010958904109589041,0.005596015125079127,0.0053640230094744315,0.0002319921156046954
-0.3901823053562683,0.019178082191780823,0.0273972602739726,0.00889205439772941,0.00693809302120682,0.0019539613765225897
-0.3818709611782532,0.00821917808219178,0.010958904109589041,0.005477850712640663,0.005249302780969099,0.00022854793167156363
-0.3818709611782532,0.019178082191780823,0.0273972602739726,0.008695791628289552,0.006788759901161317,0.0019070317271282352
-0.3735596170002381,0.00821917808219178,0.010958904109589041,0.005359710417294111,0.005134608312424871,0.00022510210486923962
-0.3735596170002381,0.019178082191780823,0.0273972602739726,0.008499753352252512,0.0066394890085496655,0.001860264343702847
-0.36524827282222294,0.00821917808219178,0.010958904109589041,0.005241595869763918,0.005019941369515223,0.00022165450024869485
-0.36524827282222294,0.019178082191780823,0.0273972602739726,0.008303955468916999,0.006490284636907609,0.00181367083200939
-0.35693692864420784,0.00821917808219178,0.010958904109589041,0.005123508850777414,0.0049053038825677886,0.0002182049682096258
-0.35693692864420784,0.019178082191780823,0.0273972602739726,0.008108415392810611,0.006341151481864724,0.0017672639109458871
-0.34862558446619274,0.00821917808219178,0.010958904109589041,0.005005451308667995,0.004790697966154484,0.0002147533425135113
-0.34862558446619274,0.019178082191780823,0.0273972602739726,0.007913152235648197,0.006192094689064886,0.0017210575465833105
-0.3403142402881776,0.00821917808219178,0.010958904109589041,0.004887425379509118,0.004676125941537294,0.0002112994379718236
-0.3403142402881776,0.019178082191780823,0.0273972602739726,0.007718187014678698,0.006043119909063759,0.0016750671056149392
-0.3320028961101625,0.00821917808219178,0.010958904109589041,0.004769433410212675,0.004561590362465718,0.00020784304774695665
-0.3320028961101625,0.019178082191780823,0.0273972602739726,0.007523542891903463,0.005894233360409864,0.001629309531493599
-0.3236915519321474,0.00821917808219178,0.010958904109589041,0.004651477985111915,0.004447094044922422,0.00020438394018949292
-0.3236915519321474,0.019178082191780823,0.0273972602739726,0.007329245449519779,0.0057454419023583395,0.0015838035471614394
-0.3153802077541322,0.00821917808219178,0.010958904109589041,0.004533561956655825,0.004332640101537705,0.00020092185511812015
-0.3153802077541322,0.019178082191780823,0.0273972602739726,0.007135323008003774,0.005596753118965167,0.0015385698890386067
-0.3070688635761171,0.00821917808219178,0.010958904109589041,0.004415688480973554,0.004218231981547048,0.00019745649942650573
-0.3070688635761171,0.019178082191780823,0.0273972602739726,0.006941806994542258,0.005448175416678558,0.0014936315778636992
-0.298757519398102,0.00821917808219178,0.010958904109589041,0.004297861059231163,0.004103873517357367,0.00019398754187379633
-0.298757519398102,0.019178082191780823,0.0273972602739726,0.006748732371109689,0.0052997181380024455,0.0014490142331072438
-0.29044617522008687,0.00821917808219178,0.010958904109589041,0.004180083585907244,0.003989568979027266,0.00019051460687997783
-0.29044617522008687,0.019178082191780823,0.0273972602739726,0.006556138133436616,0.005151391694378747,0.0014047464390578692
-0.28213483104207177,0.00821917808219178,0.010958904109589041,0.004062360405370272,0.0038753231382681547,0.00018703726710211747
-0.28213483104207177,0.019178082191780823,0.0273972602739726,0.006364067894519416,0.005003207722152167,0.0013608601723672491
-0.27382348686405666,0.00821917808219178,0.010958904109589041,0.003944696378464225,0.0037611413439550922,0.00018355503450913314
-0.27382348686405666,0.019178082191780823,0.0273972602739726,0.0061725705692911555,0.004855179266385598,0.0013173913029055576
-0.2655121426860415,0.00821917808219178,0.010958904109589041,0.0038270969612197963,0.003647029611622779,0.00018006734959701747
-0.2655121426860415,0.019178082191780823,0.0273972602739726,0.0059817011807537885,0.004707320998440679,0.0012743801823131094
-0.2572007985080264,0.00821917808219178,0.010958904109589041,0.0037095682983335366,0.0035329947300460265,0.0001765735682875101
-0.2572007985080264,0.019178082191780823,0.0273972602739726,0.005791521812441505,0.004559649474700228,0.001231872337741277
-0.24888945433001128,0.00821917808219178,0.010958904109589041,0.003592117334732367,0.0034190443888092513,0.0001730729459231157
-0.24888945433001128,0.019178082191780823,0.0273972602739726,0.005602102737769652,0.004412183445685042,0.0011899192920846102
-0.24057811015199615,0.00821917808219178,0.010958904109589041,0.003474751949415188,0.0033051873318163073,0.00016956461759888054
-0.24057811015199615,0.019178082191780823,0.0273972602739726,0.005413523763903199,0.0042649442272390745,0.0011485795366641249
-0.23226676597398105,0.00821917808219178,0.010958904109589041,0.003357481116903695,0.0031914335430627077,0.0001660475738409872
-0.23226676597398105,0.019178082191780823,0.0273972602739726,0.005225875836598614,0.004117956148603117,0.0011079196879954971
-0.22395542179596592,0.00821917808219178,0.010958904109589041,0.003240315103133464,0.0030777944728014985,0.00016252063033196564
-0.22395542179596592,0.019178082191780823,0.0273972602739726,0.0050392629634523,0.003971247096312185,0.0010680158671401152
-0.2156440776179508,0.00821917808219178,0.010958904109589041,0.0031232657046024216,0.002964283314641475,0.00015898238996094657
-0.2156440776179508,0.019178082191780823,0.0273972602739726,0.004853804526623819,0.003824849178271417,0.0010289553483524018
-0.2073327334399357,0.00821917808219178,0.010958904109589041,0.003006346542247901,0.002850915347348151,0.00015543119489975013
-0.2073327334399357,0.019178082191780823,0.0273972602739726,0.004669638072956831,0.003678799539553784,0.000990838533403047
-0.19902138926192056,0.00821917808219178,0.010958904109589041,0.0028895734251020034,0.002737708359495511,0.0001518650656064922
-0.19902138926192056,0.019178082191780823,0.0273972602739726,0.004486922690092576,0.0035331413710675058,0.0009537813190250701
-0.19071004508390543,0.00821917808219178,0.010958904109589041,0.002772964803645974,0.0026246831811043217,0.00014828162254165245
-0.19071004508390543,0.019178082191780823,0.0273972602739726,0.004305843102203901,0.0033879251651689874,0.0009179179370349135
-0.1823987009058903,0.00821917808219178,0.010958904109589041,0.002656542339481017,0.0025118643546761877,0.00014467798480482944
-0.1823987009058903,0.019178082191780823,0.0273972602739726,0.004126614648683268,0.0032432102898288036,0.0008834043588544648
-0.1740873567278752,0.00821917808219178,0.010958904109589041,0.0025403316272374875,0.002399280989587329,0.00014105063765015857
-0.1740873567278752,0.019178082191780823,0.0273972602739726,0.003949489343222471,0.003099066976910489,0.000850422366311982
-0.16577601254986007,0.00821917808219178,0.010958904109589041,0.0024243631177168195,0.00228696786012648,0.00013739525759033948
-0.16577601254986007,0.019178082191780823,0.0273972602739726,0.0037747632477159753,0.002955578853083063,0.0008191843946329124
-0.15746466837184495,0.00821917808219178,0.010958904109589041,0.002308673309843805,0.0021749668307868295,0.00013370647905697544
-0.15746466837184495,0.019178082191780823,0.0273972602739726,0.003602785431396275,0.0028128461875556185,0.0007899392438406564
-0.14915332419382982,0.00821917808219178,0.010958904109589041,0.0021933063057516288,0.002063328726173841,0.00012997757957778798
-0.14915332419382982,0.019178082191780823,0.0273972602739726,0.0034339688122515346,0.002670990094474115,0.0007629787177774196
-0.14084198001581472,0.00821917808219178,0.010958904109589041,0.0020783158623143443,0.0019521158123602033,0.000126200049954141
-0.14084198001581472,0.019178082191780823,0.0273972602739726,0.0032688031790134896,0.002530158016952062,0.0007386451620614277
-0.13253063583779962,0.00821917808219178,0.010958904109589041,0.0019637681300598694,0.0018414051299886108,0.00012236300007125865
-0.13253063583779962,0.019178082191780823,0.0273972602739726,0.0031078706387086766,0.002390530944821465,0.0007173396938872116
-0.12421929165978446,0.00821917808219178,0.010958904109589041,0.0018497453567296635,0.0017312930300031363,0.00011845232672652714
-0.12421929165978446,0.019178082191780823,0.0273972602739726,0.002951863576934924,0.002252332993606097,0.0006995305833288274
-0.11590794748176936,0.00821917808219178,0.010958904109589041,0.0017363509639459214,0.0016219014315299253,0.00011444953241599603
-0.11590794748176936,0.019178082191780823,0.0273972602739726,0.002801604874643667,0.002115844216389018,0.0006857606582546492
-0.10759660330375426,0.00821917808219178,0.010958904109589041,0.0016237166076137235,0.0015133865818046086,0.00011033002580911489
-0.10759660330375426,0.019178082191780823,0.0273972602739726,0.002658069474548381,0.0019814178541578582,0.0006766516203905227
